fishID,lakeID,basin,DOCbin,lakeDOC,fishSL,capture_Method,total_RakerNum,length_Raker1,length_Raker2,length_Raker3,length_Raker4,length_Raker5,length_Raker6,length_Raker7,length_Raker8,length_Raker9,space1,space2,space3,space4,space5,space6,space7,space8,avgRakerLength,avgRakerSpace,SS.Length,SS.Space,SS.Count,lakeSlope,avgrakerlengthSS_bylake,avgrakerspaceSS_bylake,rakercountSS_bylake,avgL_4-7,avgS_4-6,avgL2_ss,avgS2_ss,fitted_L,fitted_S,fitted_C
CR FN1 013.jpg,Crampton,4,low,5,75.40523221,Fyke_Net,11,7.86,11.89,18.72,19.6,17.77,16.71,12.38,15.14,13.04,4.2,2.91,3.6,4.25,5.08,5.24,5.7,4.78,14.79,4.47,17.21651961,5.962062499,10.80402877,0.41055,17.29203682,5.226199518,12.63031246,16.615,4.856666667,19.52544321,3.869305699,2.852205,1.544237,11.62738
CR FN1 014.jpg,Crampton,4,low,5,62.42380176,Fyke_Net,13,6.09,10.72,12.79,12.22,10.93,14.38,11.6,9.42,9.49,4.15,2.8,3,3.48,3.35,2.9,3.67,4.18,10.84888889,3.44125,13.61776475,5.2952298,12.65499384,0.41055,13.70722011,4.34791289,15.98734873,12.2825,3.243333333,15.6378508,2.308350353,2.852205,1.544237,11.62738
CR FN1 015.jpg,Crampton,4,low,5,64.58821626,Fyke_Net,12,3.73,6.98,9.37,12.57,14.47,13.96,11.61,9.8,10.87,3.25,4.81,3.66,5.38,3.86,4.86,4.49,5.07,10.37333333,4.4225,12.84492533,6.631877484,11.70034946,0.41055,12.92424124,5.51004377,14.57591881,13.1525,4.7,16.50524968,3.413857853,2.852205,1.544237,11.62738
CR FN7 001.jpg,Crampton,4,low,5,111.920056,Fyke_Net,12,10.33,12.76,16.3,20.18,19.36,18.48,15.47,12.87,9.19,6.77,5.47,7.51,8.08,8.03,8.05,8.05,7.88,14.99333333,7.48,14.90850259,7.39996506,12.00805938,0.41055,14.90610603,7.436491613,11.93683585,18.3725,8.053333333,18.26207331,8.121939762,2.852205,1.544237,11.62738
CR FN7 002.jpg,Crampton,4,low,5,101.8847655,Fyke_Net,11,8.83,11.34,15.82,16.46,13.51,9.88,12.26,8.54,9.84,5.91,5.55,7.24,6.61,7.8,7.61,8.1,6.35,11.83111111,6.89625,12.21356585,7.325025501,10.95866756,0.41055,12.22479081,7.125730368,11.3220232,13.0275,7.34,13.4753962,6.998796141,2.852205,1.544237,11.62738
CR FN7 003.jpg,Crampton,4,low,5,62.47613442,Fyke_Net,12,4.87,6.79,11.89,11.31,10.87,10.88,11.42,11.42,10.09,2.32,3.83,4.04,3.65,3.39,4.77,3.72,4.94,9.948888889,3.8325,12.48388946,5.893528651,11.68199502,0.41055,12.56577537,4.840579527,14.75306015,11.12,3.936666667,14.1527479,2.803212701,2.852205,1.544237,11.62738
CR FN7 004.jpg,Crampton,4,low,5,117.1996509,Fyke_Net,12,7.83,12.05,17.03,17.15,17.36,13.98,12.09,12.13,10.79,5.82,7.44,5.74,7.32,5.91,8.1,7.28,8.31,13.37888889,6.99,13.06072645,6.678200046,12.03422412,0.41055,13.05171263,6.819069496,11.73859006,15.145,7.11,14.76261529,7.370631078,2.852205,1.544237,11.62738
CR FN9 001.jpg,Crampton,4,low,5,104.248361,Fyke_Net,13,4.62,9.43,12.32,16.62,18.82,18.75,16.5,14.92,15.34,2.5,5.52,3.64,5.79,6.11,7.21,6.81,7.21,14.14666667,5.59875,14.47092972,5.844556256,12.96518537,0.41055,14.4804131,5.730841424,13.2695424,17.6725,6.37,18.10320285,6.157619196,2.852205,1.544237,11.62738
CR FN9 002.jpg,Crampton,4,low,5,134.6258107,Fyke_Net,12,8.98,14.79,15.84,20.18,22.7,18.78,17.75,17.04,17.45,5.95,8.45,4.8,7.26,9.15,8.96,9.22,9.5,17.05666667,7.91125,15.7549574,6.805794143,12.1132543,0.41055,15.71902779,7.290832366,11.16201853,19.8525,8.456666667,18.24666823,9.523024198,2.852205,1.544237,11.62738
CR FN9 003.jpg,Crampton,4,low,5,119.556274,Fyke_Net,11,9.16,13.96,18.29,23.19,19.8,16.01,17.56,14.72,12.75,5.66,5.49,6.91,5.91,8.96,10.26,8.65,7.51,16.16,7.41875,15.65086512,6.981864612,11.04174724,0.41055,15.63648653,7.178422893,10.68282232,19.14,8.376666667,18.4999277,8.787553886,2.852205,1.544237,11.62738
CR FN9 004.jpg,Crampton,4,low,5,80.61293127,Fyke_Net,10,7.58,12.84,16.71,17.24,17.33,15.04,15.45,12.53,11.75,2.77,3.54,4.68,6.48,6.04,6.72,6.35,6.22,14.05222222,5.35,15.92752029,6.784206837,9.852866066,0.41055,15.98511297,6.085902181,11.20685274,16.265,6.413333333,18.58049383,5.317328461,2.852205,1.544237,11.62738
CR FN9 005.jpg,Crampton,4,low,5,61.73950753,Fyke_Net,12,4.91,8.41,9.72,14.27,16.02,15.47,12.86,13.08,12.56,2.62,3.73,3.13,5,4.12,4.49,5.45,4.48,11.92222222,4.1275,15.0310078,6.404386466,11.67545427,0.41055,15.13166307,5.23862145,14.81677283,14.655,4.536666667,18.74587971,3.207665987,2.852205,1.544237,11.62738
CR FN9 006.jpg,Crampton,4,low,5,68.91121826,Fyke_Net,12,10.9,15.74,16.97,17.67,16.77,17.58,16.86,13.52,12.45,1.84,3.23,4.19,4.24,4.5,4.39,4.85,5.21,15.38444444,4.05625,18.56379919,5.79169023,11.73619847,0.41055,18.66452938,4.921079997,14.23682204,17.22,4.376666667,21.02408003,3.304369612,2.852205,1.544237,11.62738
CR FN9 007.jpg,Crampton,4,low,5,64.67081249,Fyke_Net,12,8.18,9.11,10.62,13.84,17.34,14.38,12.66,11.7,11.79,2.64,2.48,3.13,4.32,4.5,5.22,4.8,5.44,12.18,4.06625,15.07436581,6.091760197,11.70105556,0.41055,15.16722553,5.063530349,14.56915228,14.555,4.68,18.25537113,3.401925353,2.852205,1.544237,11.62738
CR FN9 008.jpg,Crampton,4,low,5,65.12074482,Fyke_Net,12,8.51,11.95,16.27,17.06,17.63,14.99,10.13,12.28,12.09,4.31,2.85,5.45,5.08,4.74,5.33,4.91,5.38,13.43444444,4.75625,16.58096822,7.088188479,11.70488693,0.41055,16.68177982,5.9059237,14.5324983,14.9525,5.05,18.69887964,3.686106654,2.852205,1.544237,11.62738
CR FN9 009.jpg,Crampton,4,low,5,69.54068797,Fyke_Net,12,4.54,7.14,9.51,13.07,14.19,13.79,12.98,12.04,10.08,2.49,3.36,2.59,4.7,4.87,4.77,5.4,5.2,10.81555556,4.1725,13.00343128,5.9168304,11.74123876,0.41055,13.07262412,5.043253187,14.18986442,13.5075,4.78,16.42799004,3.628529271,2.852205,1.544237,11.62738
CR FN9 010.jpg,Crampton,4,low,5,119.9971317,Fyke_Net,12,9.16,13.62,19.85,20.88,19.74,17.19,15.26,14.82,11.08,5.97,5.6,4.82,8.1,8.34,7.43,8.77,9.03,15.73333333,7.2575,15.21527623,6.811116659,12.04763615,0.41055,15.20065496,7.011793,11.63841355,18.2675,7.956666667,17.62907204,8.36531371,2.852205,1.544237,11.62738
CR FN9 011.jpg,Crampton,4,low,5,88.3044528,Fyke_Net,12,8.88,14.24,22.02,22.05,20.69,18.01,16.35,14.31,10.61,5.02,4.47,6.41,5.45,6.26,6.16,6.46,6.49,16.35111111,5.84,17.87131356,6.912158807,11.87442786,0.41055,17.91716395,6.399342134,13.01023306,19.275,5.956666667,21.18441844,5.214839826,2.852205,1.544237,11.62738
FD Electro 001.jpg,Found,7,low,6.21,72.20106358,Shock,10,7.93,16.67,15.84,21.48,22.1,20.25,15.86,12.09,10.96,2.91,2.39,5.25,4.88,6.39,5.14,5.24,4.89,15.90888889,4.63625,18.84267097,6.390335094,9.801726436,0.01657,16.02108455,4.668946846,9.870806503,19.9225,5.47,23.84735048,4.246429459,3.02983,1.681031,11.75381
FD Electro 002.jpg,Found,7,low,6.21,102.9210899,Shock,13,9.3,8.39,12.09,18.92,18.69,18.24,17.95,16.14,14.63,7.88,8.14,8.69,7.88,8.01,6.93,7.75,7.93,14.92777778,7.90125,15.34822608,8.328496667,12.95734307,0.01657,14.94500604,7.91036925,12.97223743,18.45,7.606666667,19.00261188,7.297020387,3.02983,1.681031,11.75381
FD Electro 003.jpg,Found,7,low,6.21,115.4605245,Shock,14,11.25,14.49,18.77,28.61,31.14,26.37,26.89,25.84,25.75,7.43,7.52,8.17,10.92,8.41,8.47,9.45,8.59,23.23444444,8.62,22.8176331,8.329173888,14.03002017,0.01657,23.21698924,8.613524493,14.01941528,28.2525,9.266666667,27.71429605,9.520996766,3.02983,1.681031,11.75381
FD Electro 004.jpg,Found,7,low,6.21,106.0068908,Shock,11,5.99,7.87,9.24,18.3,18.19,18.47,16.82,15.41,12.01,1.96,4.03,1.86,4.37,4.78,5.36,5.37,4.66,13.58888889,4.04875,13.80788451,4.173350596,10.97921045,0.01657,13.59791408,4.051439199,10.98645174,17.945,4.836666667,18.25242569,4.722333722,3.02983,1.681031,11.75381
FD Electro 005.jpg,Found,7,low,6.21,117.1143298,Shock,11,10.73,11.91,16.09,23.31,15.88,17.47,17.31,13.13,12.64,5.31,4.82,6.37,5.64,6.32,6.72,6.12,8.56,15.38555556,6.2325,15.02403837,5.957771355,11.03099277,0.01657,15.37037437,6.226350568,11.02005749,18.4925,6.226666667,18.03116364,6.452111605,3.02983,1.681031,11.75381
FD Electro 006.jpg,Found,7,low,6.21,73.85329736,Shock,12,5.82,16.48,17.62,15.67,15.57,13.69,13.53,12.44,11.93,2.68,4.12,3.74,3.99,3.9,4.37,4.14,4.01,13.63888889,3.86875,16.00885702,5.241950619,11.77464497,0.01657,13.72992717,3.894573711,11.85318494,14.615,4.086666667,17.32721521,3.215674645,3.02983,1.681031,11.75381
FD Electro 007.jpg,Found,7,low,6.21,110.850855,Shock,14,8.04,12.48,13.29,18.63,21.64,19.66,17.8,11.62,11.35,5.6,9.48,6.01,8.34,8.93,8.44,9.15,7.29,14.94555556,7.905,14.91803158,7.877421669,14.00305395,0.01657,14.94441325,7.904396168,14.00191912,19.4325,8.57,19.39447838,8.593618986,3.02983,1.681031,11.75381
FD Electro 008.jpg,Found,7,low,6.21,117.905568,Shock,13,4.76,13.07,14.8,17.73,11.69,15.26,13.02,12.64,10.31,2.51,3.94,3.34,4.21,6,5.85,5.05,5.43,12.58666667,4.54125,12.25793376,4.319012508,13.04077348,0.01657,12.57284433,4.536263127,13.02639239,14.425,5.353333333,14.02503829,5.569501607,3.02983,1.681031,11.75381
FD Electro 009.jpg,Found,7,low,6.21,96.15505808,Shock,12,6.85,9.32,13.6,18.72,21.41,17.34,17.72,16.65,14.87,2.69,3.99,4.07,4.85,4.64,5.2,5.75,5.67,15.16444444,4.6075,16.02044839,5.113050786,11.9222806,0.01657,15.19906202,4.618018265,11.94944183,18.7975,4.896666667,19.92685184,4.510461361,3.02983,1.681031,11.75381
FD Electro 010.jpg,Found,7,low,6.21,99.73682684,Shock,12,10.55,13.11,23.21,25.67,22.44,21.68,18.81,16.23,15.55,4.88,3.99,5.2,5.37,5.03,5.49,5.06,4.58,18.58333333,4.95,19.34787822,5.343214999,11.94288784,0.01657,18.61447156,4.958294442,11.96284418,22.15,5.296666667,23.11946404,4.986610709,3.02983,1.681031,11.75381
FD Electro 011.jpg,Found,7,low,6.21,105.0266791,Shock,13,8.46,13.97,18.02,27.84,30.17,28.29,22.01,17.17,21.29,4.58,9.03,6.64,7.19,7.93,6.62,8.07,8.56,20.80222222,7.3275,21.21597146,7.606277956,12.96973999,0.01657,20.81924268,7.33349572,12.98029203,27.0775,7.246666667,27.65007434,7.036233247,3.02983,1.681031,11.75381
FD Electro 012.jpg,Found,7,low,6.21,69.87902047,Shock,14,8.47,13.63,16.41,21.31,22.97,22.99,19.15,17.67,16.14,3.91,6.88,6.96,6.1,8.37,8.06,8.38,7.79,17.63777778,7.05625,21.16468709,9.969467551,13.70125158,0.01657,17.77178993,7.109863834,13.80529028,21.605,7.51,26.22225323,5.717432462,3.02983,1.681031,11.75381
FD Electro 013.jpg,Found,7,low,6.21,69.00706254,Shock,13,9.37,13.1,21.6,24.38,18.5,23.37,21.39,19.62,18,6.19,15.86,12.69,6.76,6.94,6.15,6.29,7.26,18.81444444,8.5175,22.69005587,12.14887497,12.71504946,0.01657,18.96134167,8.584002332,12.81426546,21.91,6.616666667,26.73439125,4.999709392,3.02983,1.681031,11.75381
FD Electro 014.jpg,Found,7,low,6.21,104.0556844,Shock,12,9.32,9.92,20.67,23.13,22.86,16.61,16.41,14.59,16.21,4.12,3.51,5.96,6.17,5.9,6.22,5.17,6.39,16.63555556,5.43,17.02943494,5.676336922,11.96681801,0.01657,16.65172944,5.43527955,11.97839749,19.7525,6.096666667,20.24977259,5.886893794,3.02983,1.681031,11.75381
FD Electro 015.jpg,Found,7,low,6.21,102.0805278,Shock,13,7.11,9.97,14.61,21.86,22.1,20.28,18.01,16.79,15.28,4.01,5.68,6.59,6.95,6.58,7.02,8.18,7.38,16.22333333,6.54875,16.73494764,6.945824646,12.95232655,0.01657,16.24426399,6.557199214,12.96897729,20.5625,6.85,21.25215164,6.539063403,3.02983,1.681031,11.75381
FD Electro 016.jpg,Found,7,low,6.21,68.28492116,Shock,9,11.72,21.23,17.46,19.68,15.39,12.4,7.3,14.04,9.45,4.96,6.28,5.97,7.53,7.15,7.4,5.92,7.43,14.29666667,6.58,17.31418904,9.460334484,8.798354892,0.01657,14.41080231,6.632530903,8.868554562,13.6925,7.36,16.78215827,5.526571444,3.02983,1.681031,11.75381
FD Electro 017.jpg,Found,7,low,6.21,114.9075464,Shock,13,6.62,8.65,13.7,19.04,15.74,14.64,14.79,13.48,12.73,2.44,3.23,2.82,4.52,4.12,3.62,3.85,3.89,13.26555556,3.56125,13.05256224,3.453620448,13.02492285,0.01657,13.25664415,3.558857817,13.01611307,16.0525,4.086666667,15.77878927,4.186811053,3.02983,1.681031,11.75381
FD Electro 018.jpg,Found,7,low,6.21,109.7251351,Shock,11,6.52,8.56,19.73,19.49,18.33,17.9,15.23,12.91,14.42,5.13,3.07,4.44,4.13,4.32,4.24,5.11,4.81,14.78777778,4.40625,14.82079078,4.424918552,10.99709784,0.01657,14.78914866,4.406658672,10.9980666,17.7375,4.23,17.77957581,4.215889166,3.02983,1.681031,11.75381
FD Electro 019.jpg,Found,7,low,6.21,74.32669439,Shock,11,10.99,14.86,20,13.01,15.08,15.26,15.45,13.91,12.92,6.57,6.58,7.02,7.07,8.5,8.03,7.55,8.42,14.60888889,7.4675,17.10374282,10.06927016,10.79668156,0.01657,14.70484488,7.516549335,10.86754761,14.7,7.866666667,17.38083814,6.213699781,3.02983,1.681031,11.75381
FD Electro 020.jpg,Found,7,low,6.21,77.75203676,Shock,13,9.8,12.5,16.64,22.98,23.91,23.62,18.12,19.3,19.26,7.34,6.25,7.78,9.56,6.9,7.52,9.73,9.28,18.45888889,8.045,21.22614554,10.48442331,12.78688947,0.01657,18.56626704,8.091799347,12.86121344,22.1575,7.993333333,25.70264092,6.485880083,3.02983,1.681031,11.75381
FD Electro 021.jpg,Found,7,low,6.21,77.40347569,Shock,12,3.38,6.82,7.82,18.21,20.56,17.81,16.74,15.68,14.92,3.46,4.5,3.75,4.31,4.56,4.62,5.17,4.1,13.54888889,4.30875,15.60802507,5.63438019,11.80077864,0.01657,13.62871945,4.334137511,11.87025454,18.33,4.496666667,21.30329651,3.638871776,3.02983,1.681031,11.75381
FD Electro 022.jpg,Found,7,low,6.21,77.10154619,Shock,10,12.54,14.55,18.91,24.89,22.37,18.58,15.12,12.34,12.66,6.22,6.85,9.51,7.85,8.59,8.2,8.02,9.07,16.88444444,8.03875,19.48087243,10.54308239,9.832167481,0.01657,16.98502815,8.086638664,9.890693891,20.24,8.213333333,23.56212971,6.631048027,3.02983,1.681031,11.75381
FD Electro 023.jpg,Found,7,low,6.21,77.78823399,Shock,13,7.6,12.08,15.15,21.19,24.75,21.92,17.49,18.8,15.37,3.27,6.26,6.9,7.99,7.77,7.88,7.86,7.67,17.15,6.95,19.71737252,9.054205917,12.7871705,0.01657,17.24963111,6.990375605,12.86139691,21.3375,7.88,24.74655899,6.395697055,3.02983,1.681031,11.75381
FD Electro 024.jpg,Found,7,low,6.21,82.88302066,Shock,11,8.43,10.52,17.79,18.84,16.2,14.99,14.39,12.62,10.6,3.79,5.8,5.8,5.36,5,5.21,5.39,5.52,13.82,5.23375,15.49166851,6.498798727,10.85237465,0.01657,13.88568151,5.258624374,10.90390182,16.105,5.19,18.18235407,4.374993024,3.02983,1.681031,11.75381
FD Electro 025.jpg,Found,7,low,6.21,71.61445258,Shock,10,5.79,8.48,10.26,22.16,18.38,16.76,15.23,14.34,11.36,2.94,3.15,4.8,4.56,5.43,6.08,5.09,5.44,13.64,4.68625,16.20805207,6.499243284,9.797951394,0.01657,13.7380515,4.719937446,9.868338728,18.1325,5.356666667,21.77991511,4.138243936,3.02983,1.681031,11.75381
FD Electro 026.jpg,Found,7,low,6.21,83.3444086,Shock,10,8.61,9.59,12.28,15.34,16.13,18.93,18.42,19.82,19.67,4.1,3.84,5.87,5.53,5.69,5.54,5.75,5.29,15.42111111,5.20125,17.24819785,6.431374028,9.868381616,0.01657,15.49297693,5.225489223,9.914324766,17.205,5.586666667,19.37857497,4.725002832,3.02983,1.681031,11.75381
FD Electro 027.jpg,Found,7,low,6.21,79.02184944,Shock,12,8.67,12.58,17.44,16.88,15.32,14.37,13.61,14.53,12.99,4.18,2.9,4.77,5.73,5.57,5.69,5.78,6.5,14.04333333,5.14,16.04457559,6.616962253,11.81231492,0.01657,14.12123448,5.168512831,11.8777854,15.045,5.663333333,17.33269788,4.639949543,3.02983,1.681031,11.75381
FD Electro 028.jpg,Found,7,low,6.21,78.83079379,Shock,12,9.62,12.61,22.78,19.36,19.21,17.62,12.02,15.21,15.54,3.36,5.62,6.38,5.76,5.97,6.74,4.26,5.47,15.99666667,5.445,18.29393166,7.022452708,11.8109648,0.01657,16.08604856,5.475424359,11.87690418,17.0525,6.156666667,19.66562621,5.036851586,3.02983,1.681031,11.75381
FD Electro 029.jpg,Found,7,low,6.21,56.11227989,Shock,12,6.29,9.91,13.08,22.44,23.45,22.34,16.56,16.63,16.18,3.62,5.28,4.89,4.73,4.8,5.75,4.71,5.83,16.32,4.95125,21.37539386,8.258629258,11.62288416,0.01657,16.50389287,5.007040641,11.75379599,21.1975,5.093333333,28.23598038,3.401541204,3.02983,1.681031,11.75381
FD Electro 030.jpg,Found,7,low,6.21,67.21800051,Shock,10,15.62,13.63,21.23,19.37,17.97,16.5,15.14,9.42,6.53,2.57,3.21,4.65,6.11,5.11,6.42,3.65,5.78,15.04555556,4.6875,18.33601064,6.820188864,9.768683035,0.01657,15.16962775,4.726155375,9.849194427,17.245,5.88,21.2778671,4.373934594,3.02983,1.681031,11.75381
HB AN 001 07-24.jpg,Hummingbird,4,high,24.5,161.727793,Angle,10,15.38,24.59,24.3,21.55,24.15,22.54,20.94,20.21,18.63,6.9,9.21,10.07,10.17,12.79,13.92,12.07,10.96,21.36555556,10.76125,18.34212321,8.058029131,10.18218446,0.90045,15.14242514,7.626846914,7.21461875,22.295,12.29333333,18.95839485,15.4454356,3.120755,2.574279,11.18641
HB AN 001.jpg,Hummingbird,4,high,24.5,180.237427,Angle,11,15.08,16.25,23.14,21.08,30.04,29.18,27.52,26.01,23.36,3.92,4.86,9.41,11.29,14.15,12.74,12.82,15.29,23.51777778,10.56,19.33533976,7.284913909,11.25785975,0.90045,15.11826883,6.788452172,7.235237564,26.955,12.72666667,21.89171817,17.05847421,3.120755,2.574279,11.18641
HB AN 002 07-24.jpg,Hummingbird,4,high,24.5,153.411391,Angle,11,15.3,22.6,18.53,24.68,26.28,24.54,23.35,20.65,17.33,6.93,9.98,9.06,11.58,12.73,15.13,13.3,15.03,21.47333333,11.7175,18.82713131,9.131614517,11.17251715,0.90045,15.95972395,8.70887255,8.301720736,24.7125,13.14666667,21.48977359,16.00511153,3.120755,2.574279,11.18641
HB AN 002.jpg,Hummingbird,4,high,24.5,178.387895,Angle,11,11.02,15.22,26.6,29.15,23.28,28.02,23.67,24.69,21.52,8.07,7.23,6.21,10.59,11.09,9.66,10.69,8.98,22.57444444,9.065,18.63632283,6.302568231,11.25237785,0.90045,14.6472639,5.881773643,7.299194273,26.03,10.44666667,21.23313055,13.91646498,3.120755,2.574279,11.18641
HB AN 003 07-24.jpg,Hummingbird,4,high,24.5,137.5545789,Angle,10,17.58,20.21,27.69,25.74,22.74,22.53,19.75,20.72,16.58,4.59,7.94,8.99,9.61,10.25,11.8,12.68,11.02,21.50444444,9.61,19.69343146,8.133648591,10.10464222,0.90045,17.63273819,7.879814304,8.28330501,22.69,10.55333333,20.66521164,12.03775009,3.120755,2.574279,11.18641
HB AN 003.jpg,Hummingbird,4,high,24.5,170.9376466,Angle,11,15.11,15.7,30.12,26.84,30.21,29.85,25.16,25.08,24.62,7.88,8.49,8.36,10.57,12.36,12.37,12.26,12.78,24.74333333,10.63375,20.77758214,7.635792717,11.22973301,0.90045,16.68325826,7.169851752,7.569780358,28.015,11.76666667,23.26945527,15.28071343,3.120755,2.574279,11.18641
HB AN 004 07-24.jpg,Hummingbird,4,high,24.5,158.0783168,Angle,11,9.71,17.9,22.99,33.11,34.07,31.54,26.89,25.57,22.96,3.67,6.22,11.48,11.1,12.05,12.35,11.41,12.64,24.97111111,10.115,21.63360564,7.706046763,11.18833816,0.90045,18.06527988,7.317686126,8.092143801,31.4025,11.83333333,26.96256165,14.6662784,3.120755,2.574279,11.18641
HB AN 004.jpg,Hummingbird,4,high,24.5,174.5819128,Angle,10,15.97,20.34,26.7,30.72,27.38,25.52,25.74,21.39,17.37,6.01,12,10.94,11.84,11.09,12.61,14.2,11.36,23.45888889,11.25625,19.53386767,7.954810683,10.21902245,0.90045,15.51960302,7.446770392,6.758863936,27.34,11.84666667,22.5065855,15.57958127,3.120755,2.574279,11.18641
HB AN 005 07-24.jpg,Hummingbird,4,high,24.5,150.9761778,Angle,10,22.61,26.24,35.8,32.79,30.71,25.64,20.99,19.97,11.94,3.82,13.17,12.23,14.31,15.82,14.59,13.49,12.48,25.18777778,12.48875,22.22530243,9.85120363,10.14916246,0.90045,18.9921072,9.416799749,7.65076187,27.5325,14.90666667,24.10500681,17.9752497,3.120755,2.574279,11.18641
HB AN 005.jpg,Hummingbird,4,high,24.5,169.6128442,Angle,12,14.96,21.19,27.56,24.44,28.59,24.73,24.26,19.47,17.83,7.25,5.77,7.49,8.67,10.48,14.02,9.3,11.73,22.55888889,9.33875,19.00215799,6.745481515,12.2461179,0.90045,15.31732679,6.34096105,8.312944664,25.505,11.05666667,21.25463282,14.29213613,3.120755,2.574279,11.18641
HB AN 006 07-24.jpg,Hummingbird,4,high,24.5,149.4165939,Angle,12,16.29,30.63,31.35,29.47,27.47,23.68,20.36,18.7,13.68,7.71,7.5,9.81,13.21,9.83,11,11.8,11.77,23.51444444,10.32875,20.83493488,8.211642372,12.17302482,0.90045,17.89693606,7.861271457,9.262615833,25.245,11.34666667,22.19979958,13.59785672,3.120755,2.574279,11.18641
HB AN 006.jpg,Hummingbird,4,high,24.5,169.2879497,Angle,10,14.59,22.68,27.53,31.44,27.95,27.08,24.65,24.52,20.97,6.94,6.1,11.93,10.97,10.74,11.23,12.81,11.63,24.60111111,10.29375,20.73825621,7.446082333,10.20417435,0.90045,16.73284517,7.001478343,6.938796023,27.78,10.98,23.16933568,14.17679797,3.120755,2.574279,11.18641
HB AN 007 07-24.jpg,Hummingbird,4,high,24.5,154.5728332,Angle,11,14.6,13.5,28.13,35.09,32.61,27.91,26.32,24.98,22.91,12.46,11.26,11.52,11.21,13.02,13.43,12.06,12.98,25.11666667,12.2425,21.95530846,9.486465859,11.1764969,0.90045,18.54122542,9.037485382,8.248468388,30.4825,12.55333333,26.4226823,15.35174059,3.120755,2.574279,11.18641
HB AN 007.jpg,Hummingbird,4,high,24.5,159.0739038,Angle,13,12.61,16.56,16.89,24.4,25.62,25.58,22.81,20.99,21.17,8.84,9.62,6.74,7.6,7.5,10.73,11.72,15.66,20.73666667,9.80125,17.92016058,7.431633099,13.22650203,0.90045,14.91731204,7.050731195,9.512349771,24.6025,8.61,21.06784302,10.71133937,3.120755,2.574279,11.18641
HB AN 008 07-24.jpg,Hummingbird,4,high,24.5,154.1996091,Angle,11,11.88,21.68,30.73,32.09,33.01,29.06,23.76,23.01,19.64,5.32,6.4,9.55,10.54,12.64,13.66,14.39,13.25,24.98444444,10.71875,21.86080794,8.320948271,11.17522114,0.90045,18.48381045,7.929887286,8.265499725,29.48,12.28,25.57990663,14.99581735,3.120755,2.574279,11.18641
HB AN 008.jpg,Hummingbird,4,high,24.5,164.5510874,Angle,13,13.64,17.33,21.11,29.61,30.77,33.04,29.76,24.37,23.52,5.27,11.22,7.75,8.15,10.58,11.07,10.57,10.69,24.79444444,9.4125,21.13929136,6.95639861,13.2476615,0.90045,17.30086263,6.567792578,9.241527905,30.795,9.933333333,25.99485929,12.60992845,3.120755,2.574279,11.18641
HB AN 009 07-24.jpg,Hummingbird,4,high,24.5,156.3387879,Angle,12,12.44,21.25,29.33,37,37.19,36.86,34.87,32.79,30.29,6.81,4.62,8.52,9.12,9.23,11.42,12.09,12.53,30.22444444,9.2925,26.30068599,7.138947494,12.19908413,0.90045,22.08474162,6.789966458,8.911532652,36.48,9.923333333,31.46946176,12.21803839,3.120755,2.574279,11.18641
HB AN 009.jpg,Hummingbird,4,high,24.5,167.0523914,Angle,10,17.51,22.58,30.57,34.24,33.95,27.01,28.09,27.94,23.31,5.8,5.4,9.22,11.99,11.8,12.18,11.33,10.96,27.24444444,9.835,23.08869474,7.18615646,10.19777095,0.90045,18.7539018,6.770006861,7.017947498,30.8225,11.99,25.85217583,15.35848241,3.120755,2.574279,11.18641
HB AN 010 07-24.jpg,Hummingbird,4,high,24.5,145.8669131,Angle,11,19.31,25.66,29.39,26.96,21.82,20.44,20.56,18.94,14.16,6.88,10.05,9.99,10.51,10.04,11.52,12.64,12.3,21.91555556,10.49125,19.60545428,8.49395378,11.14594443,0.90045,17.04507762,8.159711392,8.666715746,22.445,10.69,19.93979611,12.62833144,3.120755,2.574279,11.18641
HB AN 010.jpg,Hummingbird,4,high,24.5,152.834425,Angle,11,13.88,19.03,27.65,28.37,26.27,19.55,20.06,18.06,21.4,7.02,7.16,7.44,9.1,8.2,9.8,10.66,11.01,21.58555556,8.79875,18.95400307,6.876567233,11.17052946,0.90045,16.09765647,6.561776981,8.328453454,23.5625,9.033333333,20.52250487,10.97271619,3.120755,2.574279,11.18641
HB AN 011 07-24.jpg,Hummingbird,4,high,24.5,152.9914648,Angle,11,19.28,20.91,31.04,30.88,31.99,28.89,29.03,27.78,24.66,5.59,7.04,6.5,8.65,10.04,11.52,13.79,11.83,27.16222222,9.37,23.84103069,7.317333566,11.17107118,0.90045,20.23779105,6.981334769,8.321158782,30.1975,10.07,26.29001775,12.23944858,3.120755,2.574279,11.18641
HB AN 011.jpg,Hummingbird,4,high,24.5,166.6326324,Angle,11,17.47,20.13,29.42,26.2,29.29,31.16,26.28,25.49,23.94,6.82,10.07,7.77,10.15,11.34,9.53,13.04,11.66,25.48666667,10.0475,21.62073701,7.355412047,11.21621547,0.90045,17.58371313,6.93196927,7.736331571,28.2325,10.34,23.70510355,13.22505093,3.120755,2.574279,11.18641
